PortID;GlobalPortID;WorldPortNumber;MasterPOID;PortName;AlternativeName;Status;Country;LatitudeDecimal;LongitudeDecimal
19200;PO160400T000000B000000;PO1604;;Nice;;Open;France;43,6925;7,2869833
19203;PO208300T000000B000000;PO2083;;Buchanan;;Open;Liberia;5,85715;-10,0523667
19206;PO352000T000000B000000;PO3520;;Pepel;;Open;Sierra Leone;8,5715;-13,0572167
19207;PO304100T000000B000000;PO3041;;Santo;;Open;Vanuatu;-15,5222;167,1867333
19212;PS543600T000000B000000;PO5436;PO2063;Gwangyang;;Sub-Port;Korea, South;34,93221664;127,6828094
19289;PO256200T000000B000000;PO2562;;Colombo;;Open;Sri Lanka;6,949999809;79,85
19334;PO112500T000000B000000;PO1125;;Ghent;;Open;Belgium;51,1623;3,7881833
19386;PO352100T000000B000000;PO3521;;Kismayu;;Open;Somalia;-0,3852;42,5443667
19389;PO112600T000000B000000;PO1126;;Nieuwpoort;;Open;Belgium;51,15000153;2,716666666
19393;PO208400T000000B000000;PO2084;;Monrovia;;Open;Liberia;6,3474167;-10,7994667
19396;PS687400T000000B000000;PO6874;PO2823;Oakham Ness;;Sub-Port;United Kingdom;51,41666794;0,633333333
19398;PO543700T000000B000000;PO5437;;Donghae;;Open;Korea, South;37,4967167;129,14765
19402;;PO7353;PO1543;Haakoninlahti;;Alt-Name;Finland;60,1533167;24,9489667
19407;PO256300T000000B000000;PO2563;;Galle;;Open;Sri Lanka;6,02195;80,228
19408;PS687500T000000B000000;PO6875;PO2823;Kingsnorth;;Sub-Port;United Kingdom;51,42416;0,612422016
19412;PO304300T000000B000000;PO3043;;Bauxilum;;Open;Venezuela;8,3098333;-62,8196333
19414;PO352200T000000B000000;PO3522;;Merca;;Open;Somalia;1,716666698;44,76666667
19415;PS735400T000000B000000;PO7354;PO2630;Stugsund;;Sub-Port;Sweden;61,29999924;17,11666667
19416;PO352300T000000B000000;PO3523;;Mogadiscio;;Open;Somalia;2,01666665;45,35
19417;PO256500T000000B000000;PO2565;;Kankesanturai;;Open;Sri Lanka;9,81975;80,0304333
19420;PO208600T000000B000000;PO2086;;Benghazi;;Open;Libya;32,1154167;20,0326833
19434;PO160700T000000B000000;PO1607;;Paris;;Open;France;48,95000076;2,266666666
19439;PO687600T000000B000000;PO6876;;Kwajalein;;Open;Marshall Islands;9,166666984;167,5
19440;PS735500T000000B000000;PO7355;PO2630;Langror;;Sub-Port;Sweden;61,26666641;17,16666667
19445;PO543900T000000B000000;PO5439;;Aviles;;Open;Spain;43,5946;-5,9469
19473;PO112800T000000B000000;PO1128;;Zeebrugge;;Open;Belgium;51,36265;3,1916833
19479;PS687700T000000B000000;PO6877;PO2822;Ellesmere Port;;Sub-Port;United Kingdom;53,2903833;-2,8934167
19480;PO304500T000000B000000;PO3045;;Araya;;Open;Venezuela;10,5714833;-64,26605
19484;PO208700T000000B000000;PO2087;;Derna;;Open;Libya;32,76666641;22,65
19486;PS735600T000000B000000;PO7356;PO2630;Sandarne;;Sub-Port;Sweden;61,26666641;17,18333333
19487;PO352400T000000B000000;PO3524;;Suakin;;Open;Sudan;19,1289833;37,3568
19488;PS544000T000000B000000;PO5440;PO8654;Corcubion;;Sub-Port;Spain;42,9408167;-9,1873667
19490;PO160900T000000B000000;PO1609;;Port Vendres;;Open;France;42,5189333;3,1117667
19492;PO113000T000000B000000;PO1130;;Belize City;;Open;Belize;17,47685;-88,1921833
19499;PO304600T000000B000000;PO3046;;Bachaquero;;Open;Venezuela;9,949999809;-71,13333333
19500;PS687800T000000B000000;PO6878;PO2822;Eastham;;Sub-Port;United Kingdom;53,3231;-2,94765
19501;PO256700T000000B000000;PO2567;;Trincomalee;;Open;Sri Lanka;8,55915;81,2184667
19505;PO208800T000000B000000;PO2088;;Es Sider;;Open;Libya;30,6362833;18,3676833
19507;PS735700T000000B000000;PO7357;PO2630;Orrskar;;Sub-Port;Sweden;61,20000076;17,15
19509;PO161000T000000B000000;PO1610;;Quimper-Corniguel;;Open;France;47,98333359;-4,1
19510;PS687900T000000B000000;PO6879;PO2822;Stanlow;Manchester Ship Canal;Sub-Port;United Kingdom;53,2869;-2,8659167
19513;PO304700T000000B000000;PO3047;;Bajo Grande Refinery;;Open;Venezuela;10,5025833;-71,6053667
19515;PO208900T000000B000000;PO2089;;Marsa al Hariga;;Open;Libya;32,0635167;23,9921
19517;;PO7358;PO1557;Brahestad;;Alt-Name;Finland;64,65000153;24,41666667
19520;PO544200T000000B000000;PO5442;;La Coruna;;Open;Spain;43,3610667;-8,3755333
19534;PO256900T000000B000000;PO2569;;Port Sudan;;Open;Sudan;19,5988167;37,2473833
19541;PO209000T000000B000000;PO2090;;Marsa El Brega;;Open;Libya;30,4147333;19,5909667
19543;PS735900T000000B000000;PO7359;PO1557;Lapaluoto;;Sub-Port;Finland;64,6631667;24,4041667
19544;PO544300T000000B000000;PO5443;;San Carlos de la Rapita;;Open;Spain;40,6125667;0,6032833
19551;PO161100T000000B000000;PO1611;;Rochefort & Tonnay-Charente;;Open;France;45,9500333;-0,95435
19555;PS688100T000000B000000;PO6881;PO2822;Manchester (United Kingdom);;Sub-Port;United Kingdom;53,48333359;-2,233333333
19557;;PO7360;PO3622;Leghorn;Leghorn;Alt-Name;Italy;43,5514167;10,2866667
19559;;PO3049;PO3064;Cabimas;;Alt-Name;Venezuela;10,36666679;-71,45
19561;PO209100T000000B000000;PO2091;;Qasr Ahmed;;Open;Libya;32,3706667;15,2287
19564;PO161200T000000B000000;PO1612;;Morlaix;;Open;France;48,5855333;-3,8361
19565;PO544400T000000B000000;PO5444;;Vilagarcia de Arousa;;Open;Spain;42,6010167;-8,7759833
19572;PS688200T000000B000000;PO6882;PO2822;Partington;;Sub-Port;United Kingdom;53,42615;-2,4243667
19573;PO305000T000000B000000;PO3050;;Caripito;;Open;Venezuela;10,13495;-63,0443
19581;PO161300T000000B000000;PO1613;;Rouen;;Open;France;49,445;1,05
19585;PO209200T000000B000000;PO2092;;Ras Lanuf;;Open;Libya;30,5043;18,583
19588;PO257100T000000B000000;PO2571;;Moengo;;Open;Suriname;5,6261667;-54,4075
19592;;PO7361;PO3022;Leningrad;St Petersburg;Alt-Name;Russia;59,8857667;30,1788333
19596;PO113400T000000B000000;PO1134;;Hamilton (Bermuda);;Open;Bermuda;32,29516602;-64,78355511
19597;PS688300T000000B000000;PO6883;PO2822;Barton;Manchester Ship Canal;Sub-Port;United Kingdom;53,4636333;-2,3852667
19598;PO544600T000000B000000;PO5446;;Borgholm;;Open;Sweden;56,86175919;16,7109202
19605;PO209300T000000B000000;PO2093;;Tobruk;;Open;Libya;32,0721833;23,9823333
19608;PO257200T000000B000000;PO2572;;Nieuw Nickerie;;Open;Suriname;5,9506333;-56,9990333
19611;PO305100T000000B000000;PO3051;;Carupano;;Open;Venezuela;10,6768333;-63,2453833
19615;PO113500T000000B000000;PO1135;;St George's (Bermuda);;Open;Bermuda;32,36666489;-64,7
19616;PO305200T000000B000000;PO3052;;Chichiriviche;;Open;Venezuela;10,9158833;-68,2733667
19618;PS688400T000000B000000;PO6884;PO2822;Salford;;Sub-Port;United Kingdom;53,4711667;-2,2981333
19624;PO209400T000000B000000;PO2094;;Tripoli (Libya);;Open;Libya;32,9137;13,20925
19627;PO544700T000000B000000;PO5447;;Brofjorden;;Open;Sweden;58,3576077;11,427281
19638;PO161500T000000B000000;PO1615;;Sete;;Open;France;43,3998833;3,729
19649;PO257300T000000B000000;PO2573;;Paramaribo;;Open;Suriname;5,8125333;-55,16505
19651;PS688500T000000B000000;PO6885;PO2812;Birkenhead;Liverpool;Sub-Port;United Kingdom;53,4003667;-3,0092333
19656;PO353200T000000B000000;PO3532;;La Goulette;;Open;Tunisia;36,8056667;10,3079167
19659;PO209500T000000B000000;PO2095;;Zueitina;;Open;Libya;30,8590833;20,0168667
19662;PO257400T000000B000000;PO2574;;Paranam;;Open;Suriname;5,6158167;-55,0890167
19665;PS736400T000000B000000;PO7364;PO1599;La Mede;;Sub-Port;France;43,40000153;5,1
19667;PO544800T000000B000000;PO5448;;Degerhamn;;Open;Sweden;56,3509667;16,4047333
19672;PO161600T000000B000000;PO1616;;Strasbourg;;Open;France;48,5881;7,7956667
19675;PO113700T000000B000000;PO1137;;Angra dos Reis;;Open;Brazil;-23,0134833;-44,3130827
19681;PO544900T000000B000000;PO5449;;Enkoping;;Open;Sweden;59,6305167;17,0757833
19682;PS688600T000000B000000;PO6886;PO2812;Tranmere Oil Terminal;Liverpool;Sub-Port;United Kingdom;53,3780667;-2,9951
19684;PO305400T000000B000000;PO3054;;Ciudad Bolivar;;Open;Venezuela;8,149999618;-63,53333333
19686;PO353300T000000B000000;PO3533;;Rades;;Open;Tunisia;36,8058833;10,2699833
19688;PS161700T000000B000000;PO1617;PO1611;Tonnay-Charente;;Sub-Port;France;45,9420667;-0,89225
19689;PS736500T000000B000000;PO7365;PO1599;La Pointe de Berre;;Sub-Port;France;43,48333359;5,166666666
19690;PO113800T000000B000000;PO1138;;Aracaju;;Open;Brazil;-10,9333334;-37,03333333
19694;PO353400T000000B000000;PO3534;;Matadi;;Open;Congo (Democratic Republic);-5,8217;13,4534167
19696;PO688700T000000B000000;PO6887;;Sandusky;;Open;United States Of America;41,46435;-82,7308833
19702;PO161800T000000B000000;PO1618;;Toulon;;Open;France;43,1115833;5,9181333
19704;PS736600T000000B000000;PO7366;PO3104;Ma'alla Terminal;;Sub-Port;Yemen;12,81952858;45,02065964
19705;PO305500T000000B000000;PO3055;;Cumana;;Open;Venezuela;10,46666622;-64,11666667
19710;PO545100T000000B000000;PO5451;;Hallstavik;;Open;Sweden;60,06315;18,5885667
19712;PO161900T000000B000000;PO1619;;Treguier;;Open;France;48,7917833;-3,22625
19713;PO688800T000000B000000;PO6888;;Thorne Bay;;Open;United States Of America;55,67605;-132,5244167
19714;PO305600T000000B000000;PO3056;;Cumarebo;;Open;Venezuela;11,4896669;-69,3583333
19717;PO353500T000000B000000;PO3535;;Abadan;;Open;Iran;30,3294833;48,2814
19719;PS736700T000000B000000;PO7367;PO3104;Little Aden;;Sub-Port;Yemen;12,76587868;44,91129818
19722;PO114000T000000B000000;PO1140;;Porto-Ilha;;Open;Brazil;-4,9357333;-37,1491333
19723;PO257700T000000B000000;PO2577;;Ahus;;Open;Sweden;55,9272167;14,3305
19725;PS688900T000000B000000;PO6889;PO3161;Europoort;;Sub-Port;Netherlands;51,96666718;4,133333333
19726;PO257800T000000B000000;PO2578;;Ala;;Open;Sweden;61,21666718;17,1666667
19732;PO162000T000000B000000;PO1620;;Vannes;;Open;France;47,6367667;-2,7608167
19733;PS736800T000000B000000;PO7368;PO2894;Locust Point;;Sub-Port;United States Of America;39,2681167;-76,5791
19735;PO114100T000000B000000;PO1141;;Belem;;Open;Brazil;-1,4411167;-48,49925
19740;PS689000T000000B000000;PO6890;PO3161;Maasvlakte;;Sub-Port;Netherlands;51,95000076;4,1
19741;PO305800T000000B000000;PO3058;;El Palito;;Open;Venezuela;10,4974833;-68,1247
19745;PO353700T000000B000000;PO3537;;Bandar Anzali;;Open;Iran;37,4860167;49,4768833
19746;PS736900T000000B000000;PO7369;PO2894;Hawkins Point;;Sub-Port;United States Of America;39,2136;-76,5446333
19747;PO114200T000000B000000;PO1142;;Cabedelo;;Open;Brazil;-6,9762667;-34,8420167
19759;PO258000T000000B000000;PO2580;;Falkenberg;;Open;Sweden;56,8821167;12,4666333
19761;PO210100T000000B000000;PO2101;;Diego Suarez;;Open;Madagascar;-12,2649333;49,2830167
19764;PS689100T000000B000000;PO6891;PO3161;Rozenburg;;Sub-Port;Netherlands;51,9120636;4,247021161
19766;PO305900T000000B000000;PO3059;;El Tablazo;;Open;Venezuela;10,7520333;-71,5461
19771;PO353800T000000B000000;PO3538;;Bandar Mahshahr;;Open;Iran;30,46666718;49,18333333
19773;PO162200T000000B000000;PO1622;;Cayenne;;Open;French Guiana;4,9354333;-52,34075
19775;PO114300T000000B000000;PO1143;;Forno;;Open;Brazil;-22,96666718;-42
19780;PO258100T000000B000000;PO2581;;Gavle;;Open;Sweden;60,6948167;17,2433
19786;PO210200T000000B000000;PO2102;;Majunga;;Open;Madagascar;-15,71666622;46,33333333
19789;PO545500T000000B000000;PO5455;;Lomma;;Open;Sweden;55,6752167;13,0648833
19791;PO353900T000000B000000;PO3539;;Chabahar;;Open;Iran;25,3133667;60,5992
19793;PO689200T000000B000000;PO6892;;Hollis;;Open;United States Of America;55,4889667;-132,6239667
19794;PS737100T000000B000000;PO7371;PO1159;Sao Cristovao;;Sub-Port;Brazil;-22,85000038;-43,13333333
19795;PO306000T000000B000000;PO3060;;Guanta;;Open;Venezuela;10,2446833;-64,5935834
19803;;PO6893;PO3244;Mucuripe;;Alt-Name;Brazil;-3,7085833;-38,47855
19804;PO162400T000000B000000;PO1624;;Cap Lopez;;Open;Gabon;-0,6305;8,7211667
19818;PO210300T000000B000000;PO2103;;Toamasina;;Open;Madagascar;-18,1509667;49,4258667
19822;PO114500T000000B000000;PO1145;;Sepetiba;;Open;Brazil;-23,0405167;-44,0698667
19825;PS737200T000000B000000;PO7372;PO1141;Miramar Oil Terminal;;Sub-Port;Brazil;-1,399999976;-48,5
19831;PO258200T000000B000000;PO2582;;Gothenburg;;Open;Sweden;57,6841167;11,8544667
19854;PO258300T000000B000000;PO2583;;Halmstad;;Open;Sweden;56,6566833;12,8492
19857;PO545700T000000B000000;PO5457;;Nynashamn;;Open;Sweden;58,9088833;17,9660333
19860;PO306200T000000B000000;PO3062;;Bulkwayuu Terminal;;Open;Venezuela;10,72075;-71,5563667
19862;PO354100T000000B000000;PO3541;;Lavan Island;;Open;Iran;26,78875;53,3458667
19871;PO162500T000000B000000;PO1625;;Gamba;;Open;Gabon;-2,849999904;9,966666666
19872;PO210400T000000B000000;PO2104;;Tulear;;Open;Madagascar;-23,35000038;43,66666667
19874;PS737300T000000B000000;PO7373;PO3710;Macquarie Point;;Sub-Port;Australia;-42,8808167;147,3389
19875;PO689400T000000B000000;PO6894;;Al Hoceima;;Open;Morocco;35,2464667;-3,9191833
19878;PO114600T000000B000000;PO1146;;Ilheus;;Open;Brazil;-14,8000002;-39,03333333
19884;PO258400T000000B000000;PO2584;;Hargshamn;;Open;Sweden;60,1708667;18,4837
19885;;PO3542;PO6471;Now Shahr;;Alt-Name;Iran;36,6542667;51,5057833
19886;PO306300T000000B000000;PO3063;;La Guaira;;Open;Venezuela;10,6048333;-66,95185
19890;PO689500T000000B000000;PO6895;;St Helens;;Open;United States Of America;45,8607;-122,79335
19892;PS737400T000000B000000;PO7374;PO3710;Risdon;;Sub-Port;Australia;-42,82855;147,3135333
19900;PO114700T000000B000000;PO1147;;Imbituba;;Open;Brazil;-28,2223833;-48,6547333
19906;PO306400T000000B000000;PO3064;;La Salina;;Open;Venezuela;10,36666679;-71,45
19910;;PO6896;PO2167;Port de Fedala;;Alt-Name;Morocco;33,72715;-7,38565
19911;PO354300T000000B000000;PO3543;;Bahregan Oil Centre (BOC);;Open;Iran;29,8257167;50,2528333
19918;PO258500T000000B000000;PO2585;;Harnosand;;Open;Sweden;62,6438667;17,9437167
19920;PS737500T000000B000000;PO7375;PO3710;Self's Point;;Sub-Port;Australia;-42,8462333;147,3302
19923;PO210600T000000B000000;PO2106;;Bintangor;;Open;Malaysia;2,166666746;111,6333333
19926;PO114800T000000B000000;PO1148;;Itajai;;Open;Brazil;-26,8991285;-48,6646
19932;PO546000T000000B000000;PO5460;;Simrishamn;;Open;Sweden;55,54999924;14,35
19933;PS689700T000000B000000;PO6897;PO3503;Point Central;;Sub-Port;Mauritania;20,81666756;-17,03333333
19935;PO354400T000000B000000;PO3544;;Sirri Island;;Open;Iran;25,8947667;54,5540167
19938;PO162800T000000B000000;PO1628;;Port Gentil;;Open;Gabon;-0,68703;8,7802667
19952;PO258600T000000B000000;PO2586;;Helsingborg;;Open;Sweden;56,0203333;12,6910167
19956;;PO7376;PO3922;Macassar;;Alt-Name;Indonesia;-5,1238833;119,4041833
19957;PO114900T000000B000000;PO1149;;Santana;;Open;Brazil;-0,0626833;-51,1669167
19961;PO354500T000000B000000;PO3545;;Al Basra Oil Terminal;;Open;Iraq;29,66666603;48,8
19962;PS689800T000000B000000;PO6898;PO2585;Bollsta;;Sub-Port;Sweden;63;17,7
19965;PO210800T000000B000000;PO2108;;Kota Kinabalu;;Open;Malaysia;5,98333311;116,0666667
19969;;PO7377;PO1064;Twofold Bay;;Alt-Name;Australia;-37,0845333;149,9013333
19971;PO258700T000000B000000;PO2587;;Hoganas;;Open;Sweden;56,1969333;12,5442667
19974;PO306600T000000B000000;PO3066;;Maracaibo;;Open;Venezuela;10,6381333;-71,5997333
19978;PO546100T000000B000000;PO5461;;Skoghall;;Open;Sweden;59,3186167;13,4197167
19979;PO115000T000000B000000;PO1150;;Maceio;;Open;Brazil;-9,683333396;-35,73333333
19985;PO546200T000000B000000;PO5462;;Skutskar;;Open;Sweden;60,6560667;17,39385
19992;PO163000T000000B000000;PO1630;;Banjul;;Open;Gambia;13,4428833;-16,5700333
19994;PS689900T000000B000000;PO6899;PO2585;Vaja;;Sub-Port;Sweden;62,98333359;17,71666667
19996;PO354600T000000B000000;PO3546;;Khor Al Zubair;;Open;Iraq;30,1874167;47,8921667
20020;PO210900T000000B000000;PO2109;;Kuching;;Open;Malaysia;1,5570167;110,3972833
20024;PS737800T000000B000000;PO7378;PO1064;Snug Cove;;Sub-Port;Australia;-37,04999924;149,95
20029;PO115100T000000B000000;PO1151;;Manaus;;Open;Brazil;-3,133333444;-60
20033;PO546300T000000B000000;PO5463;;Slite;;Open;Sweden;57,71295;18,8159667
20036;PO258900T000000B000000;PO2589;;Hudiksvall;;Open;Sweden;61,716;17,1211333
20037;PS690000T000000B000000;PO6900;PO2585;Lugnvik;;Sub-Port;Sweden;62,93333435;17,93333333
20038;PO306800T000000B000000;PO3068;;Palua;;Open;Venezuela;8,3618335;-62,6916667
20042;PS737900T000000B000000;PO7379;PO1064;Munganno Point;;Sub-Port;Australia;-37,04999924;149,95
20043;PO115200T000000B000000;PO1152;;Natal;;Open;Brazil;-5,7755;-35,2079
20047;PO354700T000000B000000;PO3547;;Eilat;;Open;Israel;29,54105;34,9609833
20054;PS690100T000000B000000;PO6901;PO2585;Utansjo;;Sub-Port;Sweden;62,76666641;17,93333333
20055;PO306900T000000B000000;PO3069;;Pamatacual;;Open;Venezuela;10,2436833;-64,5740167
20072;PO163200T000000B000000;PO1632;;Rostock;;Open;Germany;54,1867;12,0892333
20077;PS738000T000000B000000;PO7380;PO1083;Nelson Point;;Sub-Port;Australia;-20,3219833;118,58185
20079;PO354800T000000B000000;PO3548;;Hadera;;Open;Israel;32,4706167;34,8596167
20081;PO115300T000000B000000;PO1153;;Niteroi;;Open;Brazil;-22,87925;-43,1184167
20086;PO211100T000000B000000;PO2111;;Kudat;;Open;Malaysia;6,8763167;116,8449667
20089;PO307000T000000B000000;PO3070;;Pertigalete;;Open;Venezuela;10,25;-64,58333333
20092;PS690200T000000B000000;PO6902;PO1511;Port Ibrahim;;Sub-Port;Egypt;29,96666718;32,55
20096;PO546500T000000B000000;PO5465;;Solvesborg;;Open;Sweden;56,0317333;14,5787833
20099;PS738100T000000B000000;PO7381;PO1083;Finucane Island;Port Hedland;Sub-Port;Australia;-20,3105333;118,5706167
20105;PO259100T000000B000000;PO2591;;Kalmar;;Open;Sweden;56,66105;16,3715167
20115;PO163300T000000B000000;PO1633;;Stralsund;;Open;Germany;54,3023667;13,1180833
20122;PO211200T000000B000000;PO2112;;Kunak;;Open;Malaysia;4,6975667;118,2592667
20125;PO259200T000000B000000;PO2592;;Karlshamn;;Open;Sweden;56,1614;14,8632167
20131;PO546600T000000B000000;PO5466;;Storugns;;Open;Sweden;57,8453667;18,7946333
20132;PO355000T000000B000000;PO3550;;Jounieh;;Open;Lebanon;33,98545;35,6248667
20134;PS690300T000000B000000;PO6903;PO1511;Port Tewfik;;Sub-Port;Egypt;29,96666718;32,55
20141;PO211300T000000B000000;PO2113;;Labuan;;Open;Malaysia;5,2653333;115,2471667
20151;PO163400T000000B000000;PO1634;;Wismar;;Open;Germany;53,9099;11,4410833
20155;PO115500T000000B000000;PO1155;;Pelotas;;Open;Brazil;-31,7830833;-52,3363333
20157;PO546700T000000B000000;PO5467;;Strangnas;;Open;Sweden;59,3606833;17,0533667
20159;PO355100T000000B000000;PO3551;;Selaata;;Open;Lebanon;34,2791167;35,6501833
20161;PO259300T000000B000000;PO2593;;Karlskrona;;Open;Sweden;56,16666794;15,6
20164;PO690400T000000B000000;PO6904;;Al Qusayr;;Open;Egypt;26,1014167;34,2867
20166;PS738300T000000B000000;PO7383;PO1836;Sungai Gerong;;Sub-Port;Indonesia;-2,9861;104,8374167
20170;PO211400T000000B000000;PO2114;;Lahad Datu;;Open;Malaysia;5,0166833;118,3498167
20174;PO115600T000000B000000;PO1156;;Porto Alegre;;Open;Brazil;-30,04999924;-51,21666667
20176;PO546800T000000B000000;PO5468;;Trollhatte Canal;;Open;Sweden;58,2651167;12,2599667
20177;PO355200T000000B000000;PO3552;;Tyr;;Open;Lebanon;33,2741167;35,1987167
20181;PO115700T000000B000000;PO1157;;Praia Mole;;Open;Brazil;-20,2966667;-40,2371667
20183;PO259400T000000B000000;PO2594;;Karlstad;;Open;Sweden;59,3681167;13,5229333
20185;PO307300T000000B000000;PO3073;;Puerto de Hierro;;Open;Venezuela;10,6309167;-62,0906667
20188;;PO6905;PO6904;Quseir;;Alt-Name;Egypt;26,1014167;34,2867
20189;PO211500T000000B000000;PO2115;;Limbang;;Open;Malaysia;4,80000019;115,0833333
20192;;PO7384;PO2483;Mahe;;Alt-Name;Seychelles;-4,6240333;55,46615
20196;PO163600T000000B000000;PO1636;;Brake;;Open;Germany;53,3332061;8,476
20201;PO355300T000000B000000;PO3553;;Zahrani Terminal;;Open;Lebanon;33,53333282;35,31666667
20210;PO163700T000000B000000;PO1637;;Bremen;;Open;Germany;53,1166654;8,7166667
20216;;PO6906;PO1522;Rey Malabo;;Alt-Name;Equatorial Guinea;3,75852251;8,781054442
20217;PO259500T000000B000000;PO2595;;Karskar;;Open;Sweden;60,6890167;17,2753833
20232;PO211600T000000B000000;PO2116;;Malacca;;Open;Malaysia;2,2131333;102,1516667
20236;PS738500T000000B000000;PO7385;PO1817;Citra Ujung Baru;;Sub-Port;Indonesia;3,7844333;98,7025667
20237;PO546900T000000B000000;PO5469;;Valdemarsvik;;Open;Sweden;58,2023167;16,6065833
20242;PO115800T000000B000000;PO1158;;Recife;;Open;Brazil;-8,0559833;-34,8672667
20248;PO307500T000000B000000;PO3075;;Puerto La Cruz;;Open;Venezuela;10,25;-64,63333333
20252;PO259600T000000B000000;PO2596;;Klintehamn;;Open;Sweden;57,3879;18,1823833
20254;PO690700T000000B000000;PO6907;;Engure;;Open;Latvia;57,16325;23,2340167
20255;;PO7386;PO1817;Medan;;Alt-Name;Indonesia;3,8054167;98,71715
20259;PO355400T000000B000000;PO3554;;Halul Island;;Open;Qatar;25,6671167;52,4110833
20260;PO547000T000000B000000;PO5470;;Vastervik;;Open;Sweden;57,7511833;16,6793
20273;PO211700T000000B000000;PO2117;;Miri;;Open;Malaysia;4,3946333;113,9849167
20284;PO115900T000000B000000;PO1159;;Rio de Janeiro;;Open;Brazil;-22,88235;-43,1973333
20290;PO259700T000000B000000;PO2597;;Koping;;Open;Sweden;59,49437714;16,05805956
20295;PO307600T000000B000000;PO3076;;Puerto Miranda;;Open;Venezuela;10,75095;-71,5567
20298;PO690800T000000B000000;PO6908;;Lielupe;;Open;Latvia;56,96666718;23,93333333
20299;PS738700T000000B000000;PO7387;PO1817;Gabion;;Sub-Port;Indonesia;3,7830167;98,70275
20301;PO116000T000000B000000;PO1160;;Rio Grande (Brazil);;Open;Brazil;-32,06666565;-52,06666667
20315;PO163900T000000B000000;PO1639;;Bremerhaven;;Open;Germany;53,5503833;8,5629333
20332;PO259800T000000B000000;PO2598;;Kristinehamn;;Open;Sweden;59,3164167;14,0872667
20334;PO355600T000000B000000;PO3556;;Dhuba;;Open;Saudi Arabia;27,5633333;35,5293
20337;PO211900T000000B000000;PO2119;;Port Dickson;;Open;Malaysia;2,5371167;101,7244667
20341;PO307700T000000B000000;PO3077;;Puerto Cabello;;Open;Venezuela;10,4822667;-68,0105333
20348;PO690900T000000B000000;PO6909;;Mersrags;;Open;Latvia;57,3344333;23,1411167
20351;PO116100T000000B000000;PO1161;;Salvador;;Open;Brazil;-12,9677167;-38,5184667
20354;PO355700T000000B000000;PO3557;;Qadimah;;Open;Saudi Arabia;22,3527667;39,0894
20362;;PO6910;PO2053;Pusan;;Alt-Name;Korea, South;35,0806;129,0515833
20367;PO212000T000000B000000;PO2120;;Port Klang;;Open;Malaysia;3,00525;101,34485
20378;PS738900T000000B000000;PO7389;PO1954;Porto Marghera;;Sub-Port;Italy;45,45000076;12,25
20379;PO116200T000000B000000;PO1162;;Santarem;;Open;Brazil;-2,4129167;-54,735
20384;PO259900T000000B000000;PO2599;;Landskrona;;Open;Sweden;55,8580667;12,82855
20388;PO307800T000000B000000;PO3078;;Puerto Ordaz;;Open;Venezuela;8,3399504;-62,7148
20394;PO164200T000000B000000;PO1642;;Cologne;;Open;Germany;50,9872;6,9675833
20401;PO307900T000000B000000;PO3079;;Punta Cardon;;Open;Venezuela;11,6227667;-70,23685
20405;PS739000T000000B000000;PO7390;PO1954;Porto San Leonardo;;Sub-Port;Italy;45,35629272;12,22434854
20409;PO691100T000000B000000;PO6911;;Pavilosta;;Open;Latvia;56,8882333;21,1754333
20410;PO547500T000000B000000;PO5475;;Pangai;;Open;Tonga;-19,8035667;-174,3523
20411;PO355900T000000B000000;PO3559;;Ras Al Khafji;;Open;Saudi Arabia;28,4263667;48,5562
20420;PO212200T000000B000000;PO2122;;Sandakan;;Open;Malaysia;5,8046667;118,0834333
20424;PO691200T000000B000000;PO6912;;Roja;;Open;Latvia;57,5087667;22,8107333
20426;PO260100T000000B000000;PO2601;;Lidkoping;;Open;Sweden;58,50995;13,1663667
20429;PO116400T000000B000000;PO1164;;Sao Francisco do Sul;;Open;Brazil;-26,2344333;-48,6395
20438;PO164300T000000B000000;PO1643;;Duisburg (Ruhrort);;Open;Germany;51,4500008;6,716666666
20443;PO260200T000000B000000;PO2602;;Limhamn;;Open;Sweden;55,59999847;12,93333333
20445;;PO1644;PO1665;Dusseldorf;;Alt-Name;Germany;51,22147751;6,721615609
20450;PO547600T000000B000000;PO5476;;Gelibolu;;Open;Turkey;40,41666794;26,68333333
20452;PO356000T000000B000000;PO3560;;Ras al Mishab;;Open;Saudi Arabia;28,1104667;48,6366167
20458;PO212300T000000B000000;PO2123;;Sarikei;;Open;Malaysia;2,1348167;111,5217833
20466;PO691300T000000B000000;PO6913;;Salacgriva;;Open;Latvia;57,7543333;24,34045
20468;PS356100T000000B000000;PO3561;PO2475;Ju'aymah Crude & LPG Terminals;;Sub-Port;Saudi Arabia;26,91666603;50,01666667
20469;PO164500T000000B000000;PO1645;;Eckernforde;;Open;Germany;54,4706333;9,8612667
20474;PO116600T000000B000000;PO1166;;Guaiba Island Terminal;;Open;Brazil;-23,01666641;-44,03333333
20486;PO691400T000000B000000;PO6914;;Skulte;;Open;Latvia;57,3161;24,40245
20490;PO260300T000000B000000;PO2603;;Lulea;;Open;Sweden;65,571;22,1654833
20492;PO739300T000000B000000;PO7393;;Marsden Point;;Open;New Zealand;-35,83333206;174,5
20493;PO547700T000000B000000;PO5477;;Nemrut Bay;;Open;Turkey;38,7742167;26,9162333
20496;PS547800T000000B000000;PO5478;PO2720;Tutunciftlik;;Sub-Port;Turkey;40,76213455;29,78871366
20499;PO308300T000000B000000;PO3083;;San Felix;;Open;Venezuela;8,366666793;-62,65
